"Step","generous-silence-10 - train/avg_reward_last_500","generous-silence-10 - train/avg_reward_last_500__MIN","generous-silence-10 - train/avg_reward_last_500__MAX"
"130","468.51145038167937","468.51145038167937","468.51145038167937"
"131","466.6212121212121","466.6212121212121","466.6212121212121"
"132","469.1578947368421","469.1578947368421","469.1578947368421"
"133","471.67164179104475","471.67164179104475","471.67164179104475"
"134","473.84444444444443","473.84444444444443","473.84444444444443"
"135","472.20588235294116","472.20588235294116","472.20588235294116"
"136","473.2846715328467","473.2846715328467","473.2846715328467"
"137","474.463768115942","474.463768115942","474.463768115942"
"138","475.57553956834533","475.57553956834533","475.57553956834533"
"139","476.75","476.75","476.75"
"140","477.8723404255319","477.8723404255319","477.8723404255319"
"141","478.7887323943662","478.7887323943662","478.7887323943662"
"142","479.90909090909093","479.90909090909093","479.90909090909093"
"143","478.3125","478.3125","478.3125"
"144","476.7448275862069","476.7448275862069","476.7448275862069"
"145","477.82876712328766","477.82876712328766","477.82876712328766"
"146","476.2857142857143","476.2857142857143","476.2857142857143"
"147","474.7432432432432","474.7432432432432","474.7432432432432"
"148","473.248322147651","473.248322147651","473.248322147651"
"149","471.76","471.76","471.76"
"150","475.72847682119203","475.72847682119203","475.72847682119203"
"151","481.45394736842104","481.45394736842104","481.45394736842104"
"152","479.9477124183006","479.9477124183006","479.9477124183006"
"153","478.3181818181818","478.3181818181818","478.3181818181818"
"154","476.83870967741933","476.83870967741933","476.83870967741933"
"155","477.88461538461536","477.88461538461536","477.88461538461536"
"156","476.43949044585986","476.43949044585986","476.43949044585986"
"157","477.44303797468353","477.44303797468353","477.44303797468353"
"158","476.0125786163522","476.0125786163522","476.0125786163522"
"159","476.99375","476.99375","476.99375"
"160","478.0807453416149","478.0807453416149","478.0807453416149"
"161","476.6111111111111","476.6111111111111","476.6111111111111"
"162","475.2269938650307","475.2269938650307","475.2269938650307"
"163","478.4268292682927","478.4268292682927","478.4268292682927"
"164","477.03636363636366","477.03636363636366","477.03636363636366"
"165","477.9096385542169","477.9096385542169","477.9096385542169"
"166","476.4610778443114","476.4610778443114","476.4610778443114"
"167","481.54761904761904","481.54761904761904","481.54761904761904"
"168","484.8343195266272","484.8343195266272","484.8343195266272"
"169","483.44117647058823","483.44117647058823","483.44117647058823"
"170","484.2280701754386","484.2280701754386","484.2280701754386"
"171","487.4825581395349","487.4825581395349","487.4825581395349"
"172","486.1098265895954","486.1098265895954","486.1098265895954"
"173","487.0632183908046","487.0632183908046","487.0632183908046"
"174","487.86857142857144","487.86857142857144","487.86857142857144"
"176","487.271186440678","487.271186440678","487.271186440678"
"177","490.5561797752809","490.5561797752809","490.5561797752809"
"178","491.1731843575419","491.1731843575419","491.1731843575419"
"179","494.2611111111111","494.2611111111111","494.2611111111111"
"180","494.90055248618785","494.90055248618785","494.90055248618785"
"181","493.54945054945057","493.54945054945057","493.54945054945057"
"182","492.21857923497265","492.21857923497265","492.21857923497265"
"183","492.9945652173913","492.9945652173913","492.9945652173913"
"184","497.5135135135135","497.5135135135135","497.5135135135135"
"186","499.72727272727275","499.72727272727275","499.72727272727275"
"187","501.3989361702128","501.3989361702128","501.3989361702128"
"188","502.6666666666667","502.6666666666667","502.6666666666667"
"189","504.2736842105263","504.2736842105263","504.2736842105263"
"190","505.0418848167539","505.0418848167539","505.0418848167539"
"191","505.71875","505.71875","505.71875"
"192","506.3316062176166","506.3316062176166","506.3316062176166"
"193","505.02061855670104","505.02061855670104","505.02061855670104"
"194","505.6","505.6","505.6"
"195","506.1683673469388","506.1683673469388","506.1683673469388"
"196","507.6903553299492","507.6903553299492","507.6903553299492"
"197","506.3787878787879","506.3787878787879","506.3787878787879"
"198","506.9497487437186","506.9497487437186","506.9497487437186"
"199","505.665","505.665","505.665"
"200","506.39303482587064","506.39303482587064","506.39303482587064"
"201","505.1287128712871","505.1287128712871","505.1287128712871"
"202","510.9802955665025","510.9802955665025","510.9802955665025"
"203","513.5833333333334","513.5833333333334","513.5833333333334"
"204","512.2975609756097","512.2975609756097","512.2975609756097"
"205","511.0145631067961","511.0145631067961","511.0145631067961"
"207","510.375","510.375","510.375"
"208","509.1387559808612","509.1387559808612","509.1387559808612"
"209","507.9047619047619","507.9047619047619","507.9047619047619"
"210","512.9763033175356","512.9763033175356","512.9763033175356"
"211","513.4952830188679","513.4952830188679","513.4952830188679"
"212","515.7136150234742","515.7136150234742","515.7136150234742"
"213","516.2149532710281","516.2149532710281","516.2149532710281"
"214","516.7302325581395","516.7302325581395","516.7302325581395"
"215","517.2083333333334","517.2083333333334","517.2083333333334"
"216","522.557603686636","522.557603686636","522.557603686636"
"217","523.8761467889908","523.8761467889908","523.8761467889908"
"218","524.4063926940639","524.4063926940639","524.4063926940639"
"219","525.7318181818182","525.7318181818182","525.7318181818182"
"220","524.4886877828054","524.4886877828054","524.4886877828054"
"221","523.2567567567568","523.2567567567568","523.2567567567568"
"222","528.4663677130045","528.4663677130045","528.4663677130045"
"223","529.7142857142857","529.7142857142857","529.7142857142857"
"224","530.68","530.68","530.68"
"226","528.215859030837","528.215859030837","528.215859030837"
"227","529.4824561403509","529.4824561403509","529.4824561403509"
"228","530.0087336244542","530.0087336244542","530.0087336244542"
"229","528.7869565217392","528.7869565217392","528.7869565217392"
"230","527.5844155844156","527.5844155844156","527.5844155844156"
"231","526.3879310344828","526.3879310344828","526.3879310344828"
"232","525.1888412017167","525.1888412017167","525.1888412017167"
"233","524","524","524"
"234","528.2382978723405","528.2382978723405","528.2382978723405"
"235","527.0338983050848","527.0338983050848","527.0338983050848"
"236","527.4135021097046","527.4135021097046","527.4135021097046"
"237","526.2436974789916","526.2436974789916","526.2436974789916"
"238","526.7029288702929","526.7029288702929","526.7029288702929"
"239","527.8125","527.8125","527.8125"
"240","529.0165975103735","529.0165975103735","529.0165975103735"
"241","533.3801652892562","533.3801652892562","533.3801652892562"
"242","532.2181069958848","532.2181069958848","532.2181069958848"
"243","531.0655737704918","531.0655737704918","531.0655737704918"
"244","529.9061224489795","529.9061224489795","529.9061224489795"
"245","531.8780487804878","531.8780487804878","531.8780487804878"
"246","532.2307692307693","532.2307692307693","532.2307692307693"
"247","531.0967741935484","531.0967741935484","531.0967741935484"
"249","528.848","528.848","528.848"
"250","530.8804780876494","530.8804780876494","530.8804780876494"
"251","529.7539682539683","529.7539682539683","529.7539682539683"
"252","528.596837944664","528.596837944664","528.596837944664"
"253","531.7913385826772","531.7913385826772","531.7913385826772"
"254","530.6862745098039","530.6862745098039","530.6862745098039"
"255","532.640625","532.640625","532.640625"
"256","531.5097276264592","531.5097276264592","531.5097276264592"
"258","530.7065637065637","530.7065637065637","530.7065637065637"
"259","531.6038461538461","531.6038461538461","531.6038461538461"
"260","535.6321839080459","535.6321839080459","535.6321839080459"
"261","534.5152671755725","534.5152671755725","534.5152671755725"
"262","533.4372623574144","533.4372623574144","533.4372623574144"
"263","532.3674242424242","532.3674242424242","532.3674242424242"
"264","533.4150943396227","533.4150943396227","533.4150943396227"
"265","532.312030075188","532.312030075188","532.312030075188"
"266","531.2584269662922","531.2584269662922","531.2584269662922"
"267","532.9179104477612","532.9179104477612","532.9179104477612"
"268","533.9739776951673","533.9739776951673","533.9739776951673"
"269","535.8333333333334","535.8333333333334","535.8333333333334"
"270","534.7564575645756","534.7564575645756","534.7564575645756"
"271","535.5147058823529","535.5147058823529","535.5147058823529"
"272","538.4505494505495","538.4505494505495","538.4505494505495"
"273","542.2700729927008","542.2700729927008","542.2700729927008"
"274","542.5418181818181","542.5418181818181","542.5418181818181"
"275","542.8550724637681","542.8550724637681","542.8550724637681"
"276","541.7725631768953","541.7725631768953","541.7725631768953"
"277","543.5755395683453","543.5755395683453","543.5755395683453"
"278","542.5268817204301","542.5268817204301","542.5268817204301"
"279","541.4785714285714","541.4785714285714","541.4785714285714"
"280","544.3309608540925","544.3309608540925","544.3309608540925"
"281","543.2446808510638","543.2446808510638","543.2446808510638"
"282","544.1872791519435","544.1872791519435","544.1872791519435"
"283","547.8133802816901","547.8133802816901","547.8133802816901"
"284","549.5508771929825","549.5508771929825","549.5508771929825"
"285","548.4965034965035","548.4965034965035","548.4965034965035"
"287","547.6458333333334","547.6458333333334","547.6458333333334"
"288","547.8754325259515","547.8754325259515","547.8754325259515"
"289","546.8482758620689","546.8482758620689","546.8482758620689"
"290","545.8006872852234","545.8006872852234","545.8006872852234"
"291","546.4349315068494","546.4349315068494","546.4349315068494"
"292","549.9726962457338","549.9726962457338","549.9726962457338"
"293","553.4455782312925","553.4455782312925","553.4455782312925"
"294","555.0983050847458","555.0983050847458","555.0983050847458"
"295","554.0540540540541","554.0540540540541","554.0540540540541"
"296","553.023569023569","553.023569023569","553.023569023569"
"297","553.8724832214765","553.8724832214765","553.8724832214765"
"298","552.8528428093646","552.8528428093646","552.8528428093646"
"299","551.8466666666667","551.8466666666667","551.8466666666667"
"300","550.8504983388705","550.8504983388705","550.8504983388705"
"301","551.0794701986755","551.0794701986755","551.0794701986755"
"302","551.3696369636964","551.3696369636964","551.3696369636964"
"303","550.3815789473684","550.3815789473684","550.3815789473684"
"304","549.3803278688524","549.3803278688524","549.3803278688524"
"305","551.0032679738562","551.0032679738562","551.0032679738562"
"306","551.1628664495114","551.1628664495114","551.1628664495114"
"307","552.0227272727273","552.0227272727273","552.0227272727273"
"308","551","551","551"
"309","551.2129032258065","551.2129032258065","551.2129032258065"
"310","551.8360128617363","551.8360128617363","551.8360128617363"
"311","552.0384615384615","552.0384615384615","552.0384615384615"
"312","552.3162939297125","552.3162939297125","552.3162939297125"
"313","552.5350318471337","552.5350318471337","552.5350318471337"
"314","551.5460317460318","551.5460317460318","551.5460317460318"
"315","551.7310126582279","551.7310126582279","551.7310126582279"
"316","551.9463722397477","551.9463722397477","551.9463722397477"
"317","551.003144654088","551.003144654088","551.003144654088"
"318","550.0595611285266","550.0595611285266","550.0595611285266"
"319","553.240625","553.240625","553.240625"
"320","552.2367601246106","552.2367601246106","552.2367601246106"
"321","553.7267080745341","553.7267080745341","553.7267080745341"
"322","553.8947368421053","553.8947368421053","553.8947368421053"
"323","552.9413580246913","552.9413580246913","552.9413580246913"
"324","554.4338461538462","554.4338461538462","554.4338461538462"
"325","556.8282208588957","556.8282208588957","556.8282208588957"
"326","558.3088685015291","558.3088685015291","558.3088685015291"
"327","559.7591463414634","559.7591463414634","559.7591463414634"
"328","561.209726443769","561.209726443769","561.209726443769"
"329","561.3636363636364","561.3636363636364","561.3636363636364"
"330","562.8277945619335","562.8277945619335","562.8277945619335"
"331","564.2740963855422","564.2740963855422","564.2740963855422"
"332","563.2852852852853","563.2852852852853","563.2852852852853"
"333","564.6796407185628","564.6796407185628","564.6796407185628"
"334","566.1194029850747","566.1194029850747","566.1194029850747"
"335","566.2291666666666","566.2291666666666","566.2291666666666"
"336","569.566765578635","569.566765578635","569.566765578635"
"338","571.1297935103245","571.1297935103245","571.1297935103245"
"339","572.5323529411764","572.5323529411764","572.5323529411764"
"340","575.4369501466275","575.4369501466275","575.4369501466275"
"341","575.6023391812865","575.6023391812865","575.6023391812865"
"342","575.7405247813412","575.7405247813412","575.7405247813412"
"343","578.9941860465116","578.9941860465116","578.9941860465116"
"344","579.5304347826087","579.5304347826087","579.5304347826087"
"345","582.7369942196532","582.7369942196532","582.7369942196532"
"346","582.8530259365995","582.8530259365995","582.8530259365995"
"347","581.8764367816092","581.8764367816092","581.8764367816092"
"348","580.8882521489971","580.8882521489971","580.8882521489971"
"349","579.9057142857143","579.9057142857143","579.9057142857143"
"350","578.9401709401709","578.9401709401709","578.9401709401709"
"351","580.2073863636364","580.2073863636364","580.2073863636364"
"352","580.6742209631728","580.6742209631728","580.6742209631728"
"353","581.9745762711865","581.9745762711865","581.9745762711865"
"354","582.0788732394366","582.0788732394366","582.0788732394366"
"355","584.1348314606741","584.1348314606741","584.1348314606741"
"356","584.2016806722689","584.2016806722689","584.2016806722689"
"357","583.2709497206704","583.2709497206704","583.2709497206704"
"358","583.3899721448468","583.3899721448468","583.3899721448468"
"359","583.5361111111112","583.5361111111112","583.5361111111112"
"360","582.5872576177285","582.5872576177285","582.5872576177285"
"361","581.6491712707183","581.6491712707183","581.6491712707183"
"362","581.7906336088155","581.7906336088155","581.7906336088155"
"363","580.8846153846154","580.8846153846154","580.8846153846154"
"364","579.9479452054794","579.9479452054794","579.9479452054794"
"365","580.0218579234972","580.0218579234972","580.0218579234972"
"366","580.392370572207","580.392370572207","580.392370572207"
"367","581.6603260869565","581.6603260869565","581.6603260869565"
"368","581.7723577235772","581.7723577235772","581.7723577235772"
"369","580.8783783783783","580.8783783783783","580.8783783783783"
"370","580.9487870619946","580.9487870619946","580.9487870619946"
"371","580.0241935483871","580.0241935483871","580.0241935483871"
"372","579.1340482573727","579.1340482573727","579.1340482573727"
"373","579.2941176470588","579.2941176470588","579.2941176470588"
"374","579.9253333333334","579.9253333333334","579.9253333333334"
"375","581.0957446808511","581.0957446808511","581.0957446808511"
"376","580.212201591512","580.212201591512","580.212201591512"
"377","579.3359788359788","579.3359788359788","579.3359788359788"
"378","579.467018469657","579.467018469657","579.467018469657"
"379","579.5578947368421","579.5578947368421","579.5578947368421"
"380","578.6824146981627","578.6824146981627","578.6824146981627"
"381","579.2984293193717","579.2984293193717","579.2984293193717"
"382","580.4751958224543","580.4751958224543","580.4751958224543"
"383","579.6067708333334","579.6067708333334","579.6067708333334"
"384","580.174025974026","580.174025974026","580.174025974026"
"385","579.2849740932643","579.2849740932643","579.2849740932643"
"386","579.3850129198967","579.3850129198967","579.3850129198967"
"387","580.5747422680413","580.5747422680413","580.5747422680413"
"388","582.4987146529563","582.4987146529563","582.4987146529563"
"389","583.0769230769231","583.0769230769231","583.0769230769231"
"390","583.6547314578005","583.6547314578005","583.6547314578005"
"391","584.1836734693877","584.1836734693877","584.1836734693877"
"392","584.2646310432569","584.2646310432569","584.2646310432569"
"393","586.1928934010152","586.1928934010152","586.1928934010152"
"394","586.7493670886076","586.7493670886076","586.7493670886076"
"395","587.1616161616162","587.1616161616162","587.1616161616162"
"396","587.2821158690176","587.2821158690176","587.2821158690176"
"397","586.4020100502513","586.4020100502513","586.4020100502513"
"398","586.5062656641604","586.5062656641604","586.5062656641604"
"399","586.6125","586.6125","586.6125"
"400","587.0598503740648","587.0598503740648","587.0598503740648"
"401","586.1915422885572","586.1915422885572","586.1915422885572"
"402","585.3275434243176","585.3275434243176","585.3275434243176"
"403","585.4554455445544","585.4554455445544","585.4554455445544"
"404","585.5728395061728","585.5728395061728","585.5728395061728"
"405","585.9088669950739","585.9088669950739","585.9088669950739"
"406","586.3636363636364","586.3636363636364","586.3636363636364"
"407","585.5171568627451","585.5171568627451","585.5171568627451"
"408","584.6699266503667","584.6699266503667","584.6699266503667"
"409","584.7682926829268","584.7682926829268","584.7682926829268"
"410","585.8856447688564","585.8856447688564","585.8856447688564"
"411","585.0703883495146","585.0703883495146","585.0703883495146"
"412","585.4915254237288","585.4915254237288","585.4915254237288"
"413","585.5990338164252","585.5990338164252","585.5990338164252"
"414","585.6795180722892","585.6795180722892","585.6795180722892"
"415","584.8701923076923","584.8701923076923","584.8701923076923"
"416","584.0503597122303","584.0503597122303","584.0503597122303"
"417","583.2105263157895","583.2105263157895","583.2105263157895"
"418","583.3532219570405","583.3532219570405","583.3532219570405"
"419","582.55","582.55","582.55"
"420","582.6342042755344","582.6342042755344","582.6342042755344"
"421","581.8175355450237","581.8175355450237","581.8175355450237"
"422","581.0236406619385","581.0236406619385","581.0236406619385"
"423","581.1132075471698","581.1132075471698","581.1132075471698"
"424","581.2094117647059","581.2094117647059","581.2094117647059"
"425","582.9647887323944","582.9647887323944","582.9647887323944"
"426","582.192037470726","582.192037470726","582.192037470726"
"427","582.2920560747664","582.2920560747664","582.2920560747664"
"428","582.8251748251748","582.8251748251748","582.8251748251748"
"430","585.4640371229698","585.4640371229698","585.4640371229698"
"431","587.2060185185185","587.2060185185185","587.2060185185185"
"432","587.3094688221709","587.3094688221709","587.3094688221709"
"433","588.9907834101382","588.9907834101382","588.9907834101382"
"434","589.0758620689655","589.0758620689655","589.0758620689655"
"435","589.1490825688073","589.1490825688073","589.1490825688073"
"436","589.2059496567506","589.2059496567506","589.2059496567506"
"437","590.2420091324201","590.2420091324201","590.2420091324201"
"438","591.9498861047836","591.9498861047836","591.9498861047836"
"439","594.7886363636363","594.7886363636363","594.7886363636363"
"440","595.7369614512471","595.7369614512471","595.7369614512471"
"441","596.237556561086","596.237556561086","596.237556561086"
"442","596.2686230248307","596.2686230248307","596.2686230248307"
"443","596.3288288288288","596.3288288288288","596.3288288288288"
"444","596.608988764045","596.608988764045","596.608988764045"
"445","595.8363228699552","595.8363228699552","595.8363228699552"
"446","595.0559284116331","595.0559284116331","595.0559284116331"
"447","594.2477678571429","594.2477678571429","594.2477678571429"
"448","595.2449888641426","595.2449888641426","595.2449888641426"
"449","595.7377777777778","595.7377777777778","595.7377777777778"
"450","594.9667405764967","594.9667405764967","594.9667405764967"
"451","595.9513274336283","595.9513274336283","595.9513274336283"
"452","596.3620309050773","596.3620309050773","596.3620309050773"
"453","596.8017621145375","596.8017621145375","596.8017621145375"
"455","599.3486842105264","599.3486842105264","599.3486842105264"
"456","600.9671772428884","600.9671772428884","600.9671772428884"
"457","601.0349344978166","601.0349344978166","601.0349344978166"
"458","601.9891067538126","601.9891067538126","601.9891067538126"
"459","602.9391304347826","602.9391304347826","602.9391304347826"
"460","603.0347071583515","603.0347071583515","603.0347071583515"
"461","602.2619047619048","602.2619047619048","602.2619047619048"
"462","602.2354211663067","602.2354211663067","602.2354211663067"
"463","603.1896551724138","603.1896551724138","603.1896551724138"
"464","603.2279569892473","603.2279569892473","603.2279569892473"
"465","602.4742489270386","602.4742489270386","602.4742489270386"
"466","601.6895074946467","601.6895074946467","601.6895074946467"
"467","604.0470085470085","604.0470085470085","604.0470085470085"
"468","603.2515991471215","603.2515991471215","603.2515991471215"
"469","604.1574468085106","604.1574468085106","604.1574468085106"
"470","606.208067940552","606.208067940552","606.208067940552"
"471","605.4533898305085","605.4533898305085","605.4533898305085"
"472","606.3678646934461","606.3678646934461","606.3678646934461"
"473","607.217299578059","607.217299578059","607.217299578059"
"474","607.2294736842106","607.2294736842106","607.2294736842106"
"475","608.7016806722689","608.7016806722689","608.7016806722689"
"476","608.6729559748428","608.6729559748428","608.6729559748428"
"477","608.68410041841","608.68410041841","608.68410041841"
"478","610.2066805845511","610.2066805845511","610.2066805845511"
"479","611.7375","611.7375","611.7375"
"480","612.5758835758836","612.5758835758836","612.5758835758836"
"481","612.551867219917","612.551867219917","612.551867219917"
"482","612.9482401656314","612.9482401656314","612.9482401656314"
"483","612.9380165289256","612.9380165289256","612.9380165289256"
"484","612.9278350515464","612.9278350515464","612.9278350515464"
"485","613.6213991769547","613.6213991769547","613.6213991769547"
"486","615.0328542094455","615.0328542094455","615.0328542094455"
"487","615.0594262295082","615.0594262295082","615.0594262295082"
"488","615.8466257668712","615.8466257668712","615.8466257668712"
"489","615.0959183673469","615.0959183673469","615.0959183673469"
"490","615.1160896130347","615.1160896130347","615.1160896130347"
"491","614.3414634146342","614.3414634146342","614.3414634146342"
"492","614.3732251521299","614.3732251521299","614.3732251521299"
"493","614.3684210526316","614.3684210526316","614.3684210526316"
"494","614.3939393939394","614.3939393939394","614.3939393939394"
"495","613.6572580645161","613.6572580645161","613.6572580645161"
"496","613.6519114688128","613.6519114688128","613.6519114688128"
"497","613.6586345381526","613.6586345381526","613.6586345381526"
"498","613.6693386773547","613.6693386773547","613.6693386773547"
"499","613.706","613.706","613.706"
"500","770","770","770"
"501","699.5","699.5","699.5"
"502","673","673","673"
"503","567.5","567.5","567.5"
"504","504","504","504"
"505","461.6666666666667","461.6666666666667","461.6666666666667"
"506","431.14285714285717","431.14285714285717","431.14285714285717"
"507","408.5","408.5","408.5"
"508","390.6666666666667","390.6666666666667","390.6666666666667"
"509","426","426","426"
"510","409.54545454545456","409.54545454545456","409.54545454545456"
"511","461.8333333333333","461.8333333333333","461.8333333333333"
"512","445.3076923076923","445.3076923076923","445.3076923076923"
"513","431.5","431.5","431.5"
"514","419.26666666666665","419.26666666666665","419.26666666666665"
"515","408.3125","408.3125","408.3125"
"516","398.5882352941176","398.5882352941176","398.5882352941176"
"517","390.1666666666667","390.1666666666667","390.1666666666667"
"518","382.7894736842105","382.7894736842105","382.7894736842105"
"519","376.25","376.25","376.25"
"520","370.3333333333333","370.3333333333333","370.3333333333333"
"521","364.77272727272725","364.77272727272725","364.77272727272725"
"522","376.4782608695652","376.4782608695652","376.4782608695652"
"523","371.25","371.25","371.25"
"524","366.48","366.48","366.48"
"525","361.9230769230769","361.9230769230769","361.9230769230769"
"526","357.74074074074076","357.74074074074076","357.74074074074076"
"527","353.89285714285717","353.89285714285717","353.89285714285717"
"528","350.3103448275862","350.3103448275862","350.3103448275862"
"529","347","347","347"
"530","343.83870967741933","343.83870967741933","343.83870967741933"
"531","352.625","352.625","352.625"
"532","349.4848484848485","349.4848484848485","349.4848484848485"
"533","346.55882352941177","346.55882352941177","346.55882352941177"
"534","343.8285714285714","343.8285714285714","343.8285714285714"
"535","341.25","341.25","341.25"
"536","338.7837837837838","338.7837837837838","338.7837837837838"
"537","336.4736842105263","336.4736842105263","336.4736842105263"
